,incident_date,state,city_or_county,address,killed,injured
3625,June 18 2016,Georgia,Waycross,2625 Arnold Ct,2,2.0
3628,June 14 2016,Delaware,Wilmington,South Van Buren and Elm streets,0,4.0
3630,June 13 2016,New York,Brooklyn,Avenue D and E. 57th,0,5.0
3631,June 13 2016,Illinois,Chicago,3200 block of West Congress,0,5.0
3634,June 11 2016,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3.0
3638,June 9 2016,Florida,Fort Walton Beach,Landview Drive,0,4.0
3641,June 6 2016,California,Visalia,33 60 South Fairway Street,0,4.0
3642,June 5 2016,Arizona,Phoenix,8152 N Black Canyon Hwy,2,4.0
3643,June 5 2016,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4.0
3645,June 5 2016,New York,Brooklyn,Mermaid Ave and 16th St.,0,4.0
3648,May 31 2016,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4.0
3649,May 30 2016,Maryland,Baltimore,500 block of East 43rd Street,0,5.0
3650,May 30 2016,California,Sacramento,3900 block of 44th,0,5.0
3657,May 22 2016,California,Stockton,Poplar and Sutter Streets,1,3.0
3659,May 21 2016,Georgia,Jackson,Levi Barnes Road,1,3.0
3660,May 18 2016,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4.0
3661,May 17 2016,South Carolina,Ravenel,5360 Savannah Highway,3,1.0
3663,May 15 2016,Indiana,Evansville,420 North Garvin Street,0,4.0
3664,May 14 2016,Georgia,Atlanta,Cordova and Peoples Street,0,5.0
3665,May 14 2016,West Virginia,Charleston,2337 Washington St W,1,3.0
3670,May 6 2016,Alabama,Montgomery,1300 block of Clay Street,1,3.0
3677,April 29 2016,California,Oakland,3200 block of San Pablo Avenue,0,5.0
3678,April 27 2016,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2.0
3679,April 27 2016,Mississippi,Kilmichael,Pecan Drive,3,1.0
3685,April 24 2016,Colorado,Denver,1400 block of 14th Street,0,4.0
3686,April 23 2016,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3.0
3688,April 23 2016,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4.0
3689,April 23 2016,Kansas,Topeka,3732 SW Topeka Blvd,1,4.0
3693,April 19 2016,Alabama,Blountsville,81551 US Highway 278,1,4.0
3694,April 19 2016,Illinois,Chicago,2700 block of West 53rd Street,1,3.0
3695,April 19 2016,Illinois,Chicago,1400 block of West 84th Street,1,4.0
3698,April 17 2016,South Carolina,Pelzer,200 block of Eastview Road,1,3.0
3701,April 16 2016,Florida,Orlando,1100 block of Conley Street,2,4.0
3704,April 10 2016,California,Los Angeles,84th Street and Towne Avenue,0,4.0
3707,April 9 2016,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4.0
3708,April 7 2016,Illinois,Chicago,2200 block of East 70th Place,0,4.0
3711,March 25 2016,Colorado,Denver,8501 E. Alameda Avenue,0,4.0
3712,March 21 2016,Illinois,Chicago,5700 block of West Washington Boulevard,0,4.0
3713,March 19 2016,Florida,Plantation,12050 NW 4th Court,1,4.0
3715,March 15 2016,Georgia,Atlanta,Donald Lee Hollowell Drive,0,5.0
3718,March 12 2016,California,Oakland,Interstate 880,0,4.0
3719,March 11 2016,Michigan,Detroit,2600 block of Hazelwood,2,2.0
3724,March 7 2016,Kansas,Kansas City,3000 block of South 36th Street,5,0.0
3725,March 6 2016,Massachusetts,Chelsea,120 Washington Avenue,1,6.0
3727,March 6 2016,California,Compton,900 block of West Victoria Street,1,8.0
3728,March 5 2016,Kansas,Wichita,116 North Mead,0,4.0
3730,February 28 2016,Michigan,Detroit,8800 block of Livernois,0,5.0
3731,February 28 2016,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3.0
3733,February 26 2016,Washington,Belfair,300 block of Horseshoe Rd,5,0.0
3734,February 25 2016,Kansas,Hesston,200 S Ridge Rd,4,14.0
3736,February 23 2016,Florida,Daytona Beach,1042 Sheridan Road,0,4.0
3738,February 21 2016,Missouri,Hazelwood,7217 N Lindbergh Blvd,1,3.0
3739,February 20 2016,Florida,Tampa,2810 E. Bearss Ave,1,3.0
3741,February 20 2016,Alabama,Bessemer,200 block of Elm Street,1,3.0
3743,February 20 2016,Mississippi,Iuka,231 Co Rd 201,2,3.0
3745,February 19 2016,California,Vallejo,509 Porter Street,1,3.0
3746,February 14 2016,Texas,Houston,8449 Gulf Freeway,1,3.0
3748,February 13 2016,Louisiana,Marrero,5425 Lapalco Boulevard,0,4.0
3750,February 7 2016,Florida,Orlando,7432 Universal Blvd,2,10.0
3751,February 7 2016,New York,Rochester,547 State St,1,7.0
3752,February 7 2016,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4.0
3755,February 6 2016,Florida,Tampa,8123 N Nebraska Ave,2,6.0
3756,February 3 2016,District of Columbia,Washington,1500 block of Butler St SE,0,4.0
3758,January 27 2016,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0.0
3759,January 26 2016,Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3.0
3760,January 25 2016,California,Perris,140 S. D Street,1,4.0
3763,January 11 2016,Delaware,Wilmington,900 block of Brown Street,1,4.0
3764,January 8 2016,District of Columbia,Washington,1700 E Capitol St NE,0,4.0
3765,January 8 2016,Illinois,Chicago,1500 block of South Kedzie,1,4.0
3769,December 27 2015,Tennessee,Jackson,North Parkway,0,4.0
3770,December 26 2015,Pennsylvania,Philadelphia,4210 Macalester St,0,4.0
3771,December 25 2015,Florida,Jacksonville,Franklin and Odessa,0,4.0
3772,December 25 2015,Alabama,Mobile,785 Schillinger Rd S,0,4.0
3774,December 20 2015,North Carolina,Wilmington,11th and Castle Street,1,4.0
3781,December 11 2015,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3.0
3782,December 11 2015,Pennsylvania,Pittsburgh (Mount Oliver),200 block of  Brownsville Road,0,4.0
3785,December 6 2015,Nebraska,Omaha,North 108th Street and Military Road,2,3.0
3788,November 29 2015,Illinois,Kankakee,648 E Court St,0,5.0
3795,November 22 2015,Washington,Seattle,Broadway and Pike,0,4.0
3798,November 22 2015,Illinois,Chicago,4100 block of West Roosevelt,0,4.0
3799,November 22 2015,Louisiana,New Orleans,1900 block of Gallier St,0,17.0
3800,November 21 2015,Maryland,Baltimore,Stricker and School,1,3.0
3802,November 18 2015,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5.0
3803,November 16 2015,Alabama,Cedar Bluff,1460 County Rd 664,3,1.0
3809,November 8 2015,Iowa,Des Moines,4397 NW 6th Drive,1,3.0
3810,November 8 2015,Michigan,Warren,13859 8 Mile Road,0,4.0
3811,November 7 2015,Colorado,Denver,Bayaud and Bannock,1,3.0
3813,November 3 2015,Florida,Jacksonville,Ella Street and Kings Road,2,3.0
3819,October 25 2015,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5.0
3821,October 24 2015,South Carolina,Bamberg,682 Dixie Ave.,0,4.0
3822,October 22 2015,Tennessee,Nashville,3500 John A. Merritt Blvd,1,3.0
3824,October 18 2015,Louisiana,New Orleans,2600 block of Caffin Avenue,0,4.0
3826,October 17 2015,Florida,Fort Myers,2224 First St,1,4.0
3828,October 10 2015,Tennessee,Memphis,6135 Mount Moriah Road,0,6.0
3832,October 6 2015,Maryland,Baltimore,300 block of North Payson Street,0,5.0
3833,October 2 2015,Maryland,Baltimore,5400 Reisterstown Road,1,4.0
3834,October 1 2015,Oregon,Roseburg,1140 Umpqua College Rd,10,9.0
3838,September 28 2015,Ohio,Dayton,1921 Oakridge,0,4.0
3840,September 27 2015,Illinois,Chicago,5200 block of South Justine,0,4.0
3841,September 27 2015,Missouri,Kansas City,1700 E. 18th St.,0,4.0
3844,September 23 2015,Florida,Fort Myers,Dale St and Veronica S. Shoemaker Blvd,0,4.0
3846,September 23 2015,Georgia,Norcross,1300 block of Reddington Lane,1,3.0
3850,September 19 2015,Indiana,Indianapolis,3900 block of Graceland Ave,1,3.0
3852,September 17 2015,Michigan,Albion,500 block of W. Broadwell Street,0,4.0
3857,September 12 2015,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6.0
3859,September 11 2015,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5.0
3861,September 8 2015,Georgia,Berlin,,0,4.0
3866,September 5 2015,Florida,Daytona Beach,300 block of Pearl Street,0,4.0
3867,September 5 2015,Nevada,Las Vegas,5000 block of Hollywood Boulevard,1,3.0
3868,September 5 2015,Missouri,Columbia,1509 Ashley Street,0,4.0
3870,August 29 2015,Tennessee,Bristol,618 Henson Road,3,2.0
3872,August 28 2015,New York,Brooklyn,589 Flatbush Avenue,1,3.0
3882,August 21 2015,Ohio,Cincinnati,Mathis and Prentice,2,5.0
3883,August 19 2015,New York,Rochester,500 Genesee St,3,4.0
3887,August 15 2015,Pennsylvania,Pittsburgh,West Prospect Avenue,1,3.0
3888,August 15 2015,California,Los Angeles,57th Street and South Normandie Avenue,0,4.0
3890,August 10 2015,California,Long Beach,1700 block of East 10th Street,0,4.0
3893,August 9 2015,Missouri,Kansas City,40th Street and Pennsylvania Avenue,0,4.0
3895,August 8 2015,Arkansas,Blytheville,833 Anderson Street,1,11.0
3896,August 8 2015,Texas,Houston,2211 Falling Oaks,8,0.0
3897,August 7 2015,Vermont,Barre (Berlin),3182 Airport Rd,4,0.0
3899,August 4 2015,Missouri,Saint Louis,2500 block of Semple,1,4.0
3904,August 2 2015,Georgia,Savannah,Barnard Street,0,5.0
3905,August 2 2015,Illinois,Chicago,6700 block of South Winchester Avenue,0,4.0
3906,August 1 2015,Florida,Orlando,5801 Shenandoah Way,0,4.0
3908,July 27 2015,Illinois,Rockford,900 block of Kent Street,0,5.0
3911,July 25 2015,Virginia,Hopewell,500 block of N. 7th Ave,0,4.0
3912,July 24 2015,Pennsylvania,Erie,200 block of W 29th St,2,5.0
3915,July 22 2015,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0.0
3917,July 20 2015,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6.0
3921,July 18 2015,California,San Diego,200 block of South Bancroft Street,0,4.0
3924,July 18 2015,Louisiana,Baton Rouge,300 block of Brice Street,2,2.0
3925,July 17 2015,Illinois,Chicago,4400 block of W. Maypole,0,5.0
3927,July 17 2015,District of Columbia,Washington,600 block of Edgewood St NE,1,3.0
3928,July 16 2015,Texas,Dallas,2261 Singleton Blvd,0,5.0
3930,July 15 2015,Georgia,Atlanta,500 block of Center Hill Avenue,0,5.0
3932,July 15 2015,Ohio,Cleveland,700 block of Thornhill,0,7.0
3934,July 15 2015,South Carolina,Holly Hill,7050 Old State Road,4,1.0
3935,July 14 2015,Missouri,Saint Louis,1100 block of Riverview,0,4.0
3936,July 13 2015,California,Norwalk,11959 162nd Street,0,4.0
3939,July 12 2015,New Jersey,Jersey City,Sip and Van Wagenen avenues,0,4.0
3940,July 7 2015,Ohio,Cleveland,East 162nd Street and Miles Avenue,1,3.0
3941,July 7 2015,Maryland,Baltimore,900 block of West Fayette Street,3,1.0
3942,July 5 2015,Louisiana,Shreveport,3500 block of Hearne Ave,0,6.0
3943,July 5 2015,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9.0
3944,July 5 2015,New Jersey,East Orange,200 block of S. Clinton St,1,3.0
3945,July 4 2015,Kentucky,Louisville,2500 block of West Broadway,0,4.0
3946,July 4 2015,Massachusetts,Pittsfield,Dewey Avenue,1,4.0
3948,July 4 2015,New York,Syracuse,Bellevue and Rich Street,0,4.0
3949,July 4 2015,Texas,San Antonio,1100 block of West Avenue,0,4.0
3951,June 29 2015,Florida,Opa Locka,13450 NW 30th Ave,0,4.0
3952,June 28 2015,Illinois,Venice,1430 Broadway,0,6.0
3954,June 28 2015,Delaware,Harrington,100 block of East St,0,6.0
3956,June 27 2015,Michigan,Detroit,Stringham Court,0,4.0
3957,June 24 2015,New York,New York (Manhattan),2110 Madison Ave,0,4.0
3958,June 22 2015,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7.0
3962,June 20 2015,North Carolina,Morven,6066 Robinson Bridge Rd,0,4.0
3968,June 14 2015,New Jersey,Camden,2800 block of Mitchell Street,1,3.0
3970,June 14 2015,Missouri,Saint Louis,1400 block of North Market Street,0,4.0
3973,June 13 2015,Georgia,Milledgeville,451 North Flynn Street,1,3.0
3974,June 13 2015,New York,Bronx,2409 Creston Avenue,0,5.0
3976,June 12 2015,Florida,Allapattah,24th Avenue and 36th Street,0,4.0
3978,June 11 2015,Texas,Houston,3400 block of Burkett,1,3.0
3979,June 10 2015,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3.0
3980,June 9 2015,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3.0
3981,June 7 2015,Montana,Deer Lodge,Boulder Creek Road,5,0.0
3983,June 6 2015,Illinois,Chicago,100 block of North Lorel Avenue,0,5.0
3984,June 5 2015,Iowa,Davenport,900 block of West 3rd St,0,5.0
3985,June 5 2015,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3.0
3986,June 3 2015,New York,Wyandanch,Davidson Street,3,1.0
3987,May 31 2015,Georgia,Conyers,4669 Bell Road SE,3,2.0
3988,May 31 2015,Ohio,Cleveland,16209 block of Laverne Avenue,3,1.0
3994,May 28 2015,Pennsylvania,Chester,2700 block of West 3rd Street,1,3.0
3995,May 26 2015,Louisiana,New Orleans,6700 block of Tara Lane,2,2.0
3998,May 24 2015,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7.0
4000,May 24 2015,Missouri,Saint Louis,2700 block of Dayton,0,4.0
4001,May 23 2015,California,Fresno,2400 block of South 9th Street,2,2.0
4002,May 20 2015,Maryland,Baltimore,800 block of Linwood Avenue,1,3.0
4004,May 18 2015,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4.0
4005,May 17 2015,Texas,Waco,4671 S Jack Kultgen Fwy,9,18.0
4009,May 12 2015,Arizona,Tucson,800 block of West Calle Medina Road,5,0.0
4010,May 12 2015,Maryland,Capitol Heights,4700 block of Pard Rd,1,4.0
4011,May 10 2015,Ohio,Cleveland,3600 block of Bosworth Rd,1,4.0
4013,May 10 2015,New Jersey,Newark,19th Avenue and South 16th Street,1,3.0
4014,May 7 2015,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4.0
4015,May 7 2015,Michigan,Detroit,16000 block of Cathedral Street,0,4.0
4017,May 3 2015,Indiana,South Bend,1600 block of South William Street,0,4.0
4018,May 3 2015,New York,Bronx,University Avenue,0,4.0
4019,May 3 2015,Ohio,Dayton,2801 Germantown Street,1,6.0
4021,May 3 2015,Wisconsin,Menasha,Friendship Trail,4,1.0
4023,April 27 2015,New York,Brooklyn,1365 Flatbush Ave,2,4.0
4027,April 21 2015,Texas,Killeen,420 Gilmer St,2,3.0
4028,April 19 2015,Virginia,Richmond,200 block of West Hill Street,0,4.0
4031,April 18 2015,North Carolina,Lumberton,Martin Luther King Drive,1,3.0
4032,April 18 2015,North Carolina,Charlotte,Bost Street,0,4.0
4035,April 7 2015,Georgia,Rome,20 Copeland Street,1,3.0
4038,April 5 2015,Indiana,Indianapolis,5000 block of Wildflower Court,0,5.0
4041,April 2 2015,Maryland,Baltimore,1900 block of West Lanvale Street,0,5.0
4044,March 24 2015,Indiana,Indianapolis,3100 block of North Harding Street,4,0.0
4046,March 22 2015,New Mexico,Albuquerque,10140 Lomas NE,1,6.0
4049,March 20 2015,Texas,Lancaster,1500 block of Reynolds Street,1,5.0
4051,March 18 2015,Arizona,Mesa,1504 West Main Street,1,5.0
4052,March 17 2015,California,Stockton,748 N Madison St,3,4.0
4055,March 14 2015,California,Coachella,84000 block of Bagdad Avenue,0,4.0
4057,March 10 2015,Georgia,Columbus,3023 Victory Drive,0,5.0
4058,March 9 2015,Illinois,Chicago,200 block of West 105th,1,3.0
4060,March 7 2015,Missouri,Saint Louis,3140 Olive St,0,4.0
4062,March 1 2015,Florida,Orlando,4900 block of Steyr St,0,4.0
4063,March 1 2015,Michigan,Detroit,9855 Chalmers St,1,5.0
4064,February 28 2015,Maryland,Baltimore,4300 block of Welbourne Road,1,3.0
4065,February 26 2015,Missouri,Tyrone,18279 Highway H,8,1.0
4067,February 23 2015,Florida,Daytona Beach,Sheridan Road,0,4.0
4068,February 22 2015,Texas,Killeen,1706 Godman St.,4,1.0
4070,February 22 2015,Georgia,Clarkesville,281 Lower Pond Court,3,2.0
4072,February 17 2015,Arkansas,Little Rock,7900 Scott Hamilton,1,3.0
4073,February 15 2015,California,Long Beach,200 block of W. 14th Street,0,5.0
4075,February 8 2015,Tennessee,Friendship,251 Dupree Rd,0,6.0
4080,February 1 2015,New York,New York (Manhattan),3345 Broadway,1,4.0
4084,January 24 2015,New York,Arverne (Queens),231-11 148th Avenue,4,1.0
4085,January 24 2015,Nebraska,Omaha,3402 Parker St,3,5.0
4087,January 20 2015,Tennessee,Clarksville,321 Lansinger Lane,1,3.0
4088,January 19 2015,Texas,San Antonio,1000 block of Gibbs St.,2,5.0
4090,January 13 2015,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5.0
4094,January 10 2015,Kansas,Wichita,4859 E Harry Street,2,2.0
4097,January 7 2015,Tennessee,Chattanooga,773 West Main Street,1,3.0
4100,January 4 2015,Texas,Dallas,2000 block of Ben Hur St.,3,1.0
4101,January 2 2015,Georgia,Savannah,500 block of W. 54th Street,1,4.0
4103,December 29 2014,Louisiana,New Orleans,Poydras and Bolivar,0,4.0
4104,December 27 2014,California,Los Angeles,8800 block of South Figueroa Street,1,3.0
4106,December 26 2014,Illinois,East St. Louis,2500 block of Summit Avenue,1,3.0
4107,December 24 2014,Missouri,Saint Louis,18th and Pine,1,3.0
4110,December 22 2014,New York,Webster,191 Lake Rd,4,2.0
4111,December 22 2014,Illinois,Chicago,5700 block of South Green Street,0,5.0
4113,December 21 2014,Mississippi,Waynesboro,Central Avenue,1,4.0
4114,December 21 2014,Illinois,Calumet City,600 block of Escanba,1,8.0
4115,December 20 2014,Illinois,Rockford,3200 block of Montrose Avenue,4,0.0
4118,December 14 2014,Florida,Miami,1311 Northwest 2nd Avenue,1,4.0
4124,November 30 2014,New York,Brooklyn,375 Remsen Avenue,0,4.0
4125,November 30 2014,Tennessee,Chattanooga,2412 East 13th Street ,0,5.0
4126,November 29 2014,New Jersey,Newark,348 S Orange Ave,1,3.0
4127,November 29 2014,Georgia,Atlanta,1600 block of Richmond Avenue,3,2.0
4130,November 26 2014,California,San Francisco,Mission and 13th streets,0,6.0
4134,November 22 2014,South Dakota,Sisseton,Fourth Avenue,4,1.0
4136,November 21 2014,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6.0
4138,November 18 2014,Nevada,North Las Vegas,Englestad Street,0,4.0
4141,November 15 2014,Missouri,Springfield,2555 N. Glenstone,4,0.0
4142,November 15 2014,Florida,Miami,NW 55th and 12th,1,3.0
4143,November 8 2014,California,Pomona,499 E. Arrow Highway,0,5.0
4144,November 7 2014,California,Compton,136th Street ,0,4.0
4145,November 7 2014,California,Los Angeles,East 126th Street and North Compton Avenue,0,4.0
4147,October 29 2014,Tennessee,Memphis,Yale Road and Ramill Road,0,5.0
4148,October 26 2014,Kentucky,Cadiz,1410 Old Dover Road,4,0.0
4150,October 18 2014,New York,Queens,33-02 Queens Blvd,0,4.0
4152,October 18 2014,New York,Brooklyn,Lenox Road,0,4.0
4153,October 16 2014,Michigan,Detroit,Mogul Street,1,3.0
4154,October 14 2014,Georgia,Peachtree Corners,6505 Bannor Lane,3,2.0
4155,October 13 2014,Georgia,Atlanta,85 Mount Zion Road,0,4.0
4159,October 8 2014,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4.0
4161,October 5 2014,Florida,Jacksonville,7300 block of Linda Drive,3,1.0
4163,October 4 2014,Tennessee,Memphis,1400 block of Gherald Street,2,2.0
4166,September 29 2014,California,Fresno,2300 block of West Fountain Way ,0,4.0
4167,September 28 2014,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4.0
4169,September 27 2014,Missouri,Saint Louis,2000 block East John Avenue,0,5.0
4171,September 21 2014,Ohio,East Liverpool,440 First St,0,4.0
4173,September 19 2014,New York,Queens,32-14 106th St,0,4.0
4175,September 15 2014,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5.0
4176,September 14 2014,Texas,Flour Bluff,229 Naval Air Station Drive,3,1.0
4177,September 14 2014,Alaska,Anchorage,225 E Fifth,0,6.0
4185,August 31 2014,California,Livermore,200 block of South Q Street ,0,5.0
4186,August 29 2014,Florida,Brooksville,820 Peach St,3,1.0
4187,August 27 2014,Michigan,Detroit,16600 block of Edmore,1,3.0
4191,August 20 2014,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5.0
4193,August 17 2014,New York,Queens,153-38 118th Ave,0,4.0
4194,August 17 2014,Massachusetts,Boston,Edinboro Street,0,4.0
4199,August 14 2014,Tennessee,Memphis,797 Pope Street,1,3.0
4200,August 13 2014,Tennessee,Clarksville,Treeland Drive,0,4.0
4202,August 12 2014,New York,Buffalo,Oakmont Ave,1,3.0
4203,August 12 2014,Georgia,Cartersville,Brent Cir,2,3.0
4205,August 10 2014,District of Columbia,Washington,50 block of N St SW,0,6.0
4206,August 10 2014,Georgia,Wrightsville,2455 Idylwild Dr,0,6.0
4208,August 9 2014,Minnesota,Minneapolis,400 3rd Ave N,1,8.0
4213,August 4 2014,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5.0
4214,August 3 2014,Virginia,Culpeper,14458 Rixeyville Rd,5,0.0
4215,August 3 2014,Texas,Humble,3403 FM 1960,0,7.0
4217,August 3 2014,Tennessee,Columbia,East 9th Street and Bridge Street,0,5.0
4218,August 2 2014,Texas,Dallas,5125 Wynell Street,3,1.0
4219,August 2 2014,Massachusetts,New Bedford,Acushnet Avenue,0,7.0
4220,August 2 2014,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5.0
4222,July 30 2014,North Carolina,Hope Mills,5109 New Moon Dr,3,4.0
4224,July 27 2014,Missouri,Saint Louis,2000 block of East John Avenue,0,5.0
4225,July 26 2014,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3.0
4228,July 25 2014,Illinois,Chicago,700 S California Ave,1,6.0
4230,July 21 2014,New Jersey,Irvington,36 Welland Avenue,0,6.0
4232,July 20 2014,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3.0
4233,July 20 2014,Nevada,Las Vegas,Rancho Drive 3400 block ,1,3.0
4236,July 13 2014,District of Columbia,Washington,1700 block of Lincoln Rd NE,0,4.0
4239,July 12 2014,California,Pasadena,1700 block of Summit Avenue,3,2.0
4240,July 11 2014,Illinois,Chicago,5200 West Quincy Street,1,3.0
4241,July 9 2014,Texas,Spring,711 Leaflet Ln,6,1.0
4242,July 8 2014,Rhode Island,Providence,35 March Street,0,5.0
4243,July 7 2014,Kentucky,Stopover,KY 194E,0,4.0
4244,July 7 2014,California,San Bernardino,312  E Baseline Street ,1,4.0
4249,July 5 2014,Virginia,Norfolk,861 W. 36th Street,0,7.0
4251,July 5 2014,Indiana,Indianapolis,Broad Ripple Avenue,0,7.0
4253,July 4 2014,Virginia,Norfolk,1722 Thurgood Street,0,5.0
4256,June 29 2014,Louisiana,New Orleans,700 block of Bourbon St,1,9.0
4259,June 28 2014,California,Antioch,5500 Cedar Point Way,0,7.0
4262,June 26 2014,Wisconsin,Milwaukee,24th and Locust,0,5.0
4263,June 26 2014,Michigan,Detroit,Grand St,2,2.0
4264,June 25 2014,Massachusetts,Lowell,Midland Street,0,5.0
4266,June 22 2014,California,Windsor,Windsor Avenue,1,3.0
4267,June 21 2014,Tennessee,Memphis,2119 East Alcy Road,0,5.0
4268,June 21 2014,District of Columbia,Washington,Florida Ave NW and U St NW,0,4.0
4269,June 20 2014,Maryland,Seat Pleasant,6600 block of Greig Street,0,4.0
4271,June 15 2014,Illinois,Park Forest,200 Berry Street,0,4.0
4272,June 13 2014,California,Los Angeles,8600 block of South Figueroa Street,3,1.0
4275,June 8 2014,Alabama,Opp,611 Hardin Street,1,4.0
4277,June 7 2014,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3.0
4278,June 4 2014,Illinois,Chicago,4900 West West End Avenue,1,3.0
4279,June 3 2014,Georgia,Atlanta,Auburn Avenue,1,4.0
4280,June 2 2014,Illinois,Chicago,2660 E. 79th St,0,7.0
4281,June 1 2014,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5.0
4282,June 1 2014,California,Sacramento,6500 46th Street,0,4.0
4284,May 25 2014,Ohio,Toledo,2100 block of Joffre Avenue,1,3.0
4285,May 24 2014,Michigan,Detroit,Strathmoor St,0,4.0
4288,May 23 2014,California,Goleta,840 Embarcadero del Norte,4,7.0
4289,May 23 2014,California,Bellflower,9541 Flower Street,2,2.0
4290,May 21 2014,Texas,Dallas,4500 block of Village Fair Drive,1,3.0
4293,May 17 2014,District of Columbia,Washington,2200 block of Adams Pl NE,0,5.0
4298,May 10 2014,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3.0
4302,May 3 2014,Arkansas,Jonesboro,2201 Moore Rd,4,4.0
4304,April 29 2014,Georgia,Kennesaw,1675 Airport Road,1,6.0
4306,April 25 2014,Tennessee,Memphis,2000 Chelsea Avenue,2,3.0
4308,April 20 2014,Illinois,Montgomery,1300 block of Jackson St,0,6.0
4316,April 7 2014,Louisiana,New Orleans,500 block of South Alexander Street,0,4.0
4318,April 6 2014,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4.0
4323,March 30 2014,North Carolina,Charlotte,4300 Sunset Road,0,5.0
4327,March 23 2014,California,Long Beach,601 Long Beach Boulevard,1,3.0
4328,March 21 2014,South Carolina,North Charleston,7550 Dorchester Road,0,4.0
4329,March 16 2014,Texas,Beaumont,S 4th St,3,1.0
4330,March 16 2014,Georgia,Waynesboro,4960 Highway 80 West ,0,4.0
4332,March 9 2014,Ohio,Fremont,531 W State St,3,1.0
4333,March 9 2014,Texas,Austin,4900 block of West Race Avenue,0,6.0
4338,March 1 2014,Michigan,Detroit,7800 Gratiot Av.,0,4.0
4339,February 25 2014,Virginia,Glade Spring,33325 Graceland Ln,4,1.0
4342,February 20 2014,California,Alturas,300 W 1st St,4,2.0
4343,February 16 2014,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6.0
4345,February 16 2014,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5.0
4346,February 16 2014,Texas,Fort Worth, 115 NW 25th St.,1,4.0
4347,February 16 2014,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4.0
4348,February 15 2014,Nevada,Las Vegas,Sahara and Maryland ,0,5.0
4349,February 12 2014,Indiana,Gary,2220 block of Broadway,0,5.0
4350,February 12 2014,California,Stockton,Constitution Park,1,3.0
4352,February 7 2014,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5.0
4357,January 27 2014,Washington,Seattle,2nd Avenue South and South Main Street,1,4.0
4359,January 25 2014,Florida,Belle Glade,600 block of Covenant Drive,0,4.0
4363,January 16 2014,Utah,Spanish Fork,37 N. 630 West,5,0.0
4364,January 14 2014,California,Los Angeles,West 86th Street,0,4.0
4365,January 13 2014,Michigan,Detroit,800 block of Calvert St,0,4.0
4366,January 12 2014,Illinois,Elgin,300 block of North St,0,5.0
4369,January 11 2014,Mississippi,Jackson,3430 W. Capitol Street,0,4.0
4372,January 1 2014,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2.0
